,Ingredient,Trade_Name,Price
8342,CEFUROXIME SODIUM,CEFUROXIME AND DEXTROSE IN DUPLEX CONTAINER,19
8344,CEFUROXIME SODIUM,CEFUROXIME SODIUM,1
8356,CEFUROXIME SODIUM,CEFUROXIME SODIUM IN PLASTIC CONTAINER,12
8358,BETAMETHASONE SODIUM PHOSPHATE,CELESTONE,4
8359,BETAMETHASONE ACETATE; BETAMETHASONE SODIUM PHOSPHATE,CELESTONE SOLUSPAN,4
8360,MYCOPHENOLATE MOFETIL HYDROCHLORIDE,CELLCEPT,6
8361,CEPHALOTHIN SODIUM,CEPHALOTHIN,17
8365,CEPHALOTHIN SODIUM,CEPHALOTHIN SODIUM,12
8374,CEPHALOTHIN SODIUM,CEPHALOTHIN SODIUM W/ DEXTROSE IN PLASTIC CONTAINER,24
8380,CEPHALOTHIN SODIUM,CEPHALOTHIN SODIUM W/ SODIUM CHLORIDE IN PLASTIC CONTAINER,22
8382,CEPHAPIRIN SODIUM,CEPHAPIRIN SODIUM,22
8391,CEFTAZIDIME,CEPTAZ,26
8395,CEFOTIAM HYDROCHLORIDE,CERADON,20
8396,FOSPHENYTOIN SODIUM,CEREBYX,23
8397,TECHNETIUM TC-99M EXAMETAZIME KIT,CERETEC,9
8398,DAUNORUBICIN HYDROCHLORIDE,CERUBIDINE,2
8401,CETRORELIX,CETROTIDE,21
8403,LEVOBUPIVACAINE HYDROCHLORIDE,CHIROCAINE,1
8406,CHLORPHENIRAMINE MALEATE,CHLOR-TRIMETON,5
8408,CHLORAMPHENICOL SODIUM SUCCINATE,CHLORAMPHENICOL,27
8409,CHLORAMPHENICOL SODIUM SUCCINATE,CHLORAMPHENICOL SODIUM SUCCINATE,3
8411,CHLORMERODRIN HG-197,CHLORMERODRIN HG 197,30
8413,CHLORAMPHENICOL SODIUM SUCCINATE,CHLOROMYCETIN,12
8414,CHLOROPROCAINE HYDROCHLORIDE,CHLOROPROCAINE HYDROCHLORIDE,14
8418,CHLOROTHIAZIDE SODIUM,CHLOROTHIAZIDE SODIUM,15
8434,TECHNETIUM TC-99M MEBROFENIN KIT,CHOLETEC,3
8435,IODIPAMIDE MEGLUMINE,CHOLOGRAFIN MEGLUMINE,10
8437,IODIPAMIDE SODIUM,CHOLOGRAFIN SODIUM,14
8438,IODOXAMATE MEGLUMINE,CHOLOVUE,29
8440,CHROMIC CHLORIDE,CHROMIC CHLORIDE,13
8441,CHROMIC CHLORIDE,CHROMIC CHLORIDE IN PLASTIC CONTAINER,24
8442,SODIUM CHROMATE CR-51,CHROMITOPE SODIUM,5
8444,CALCITONIN HUMAN,CIBACALCIN,28
8445,CIDOFOVIR,CIDOFOVIR,9
8447,CIMETIDINE HYDROCHLORIDE,CIMETIDINE HYDROCHLORIDE,5
8456,CIMETIDINE HYDROCHLORIDE,CIMETIDINE HYDROCHLORIDE IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,6
8463,TECHNETIUM TC-99M ETIDRONATE KIT,CINTICHEM TECHNETIUM 99M HEDSPA,22
8467,CIPROFLOXACIN,CIPRO IN DEXTROSE 5% IN PLASTIC CONTAINER,9
8469,CIPROFLOXACIN,CIPRO IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,29
8483,CIPROFLOXACIN,CIPROFLOXACIN IN DEXTROSE 5%,4
8484,CIPROFLOXACIN,CIPROFLOXACIN IN DEXTROSE 5% IN PLASTIC CONTAINER,24
8497,TECHNETIUM TC-99M MEDRONATE KIT,CIS-MDP,1
8498,TECHNETIUM TC-99M PYROPHOSPHATE KIT,CIS-PYRO,24
8499,CISATRACURIUM BESYLATE,CISATRACURIUM BESYLATE,17
8512,CISATRACURIUM BESYLATE,CISATRACURIUM BESYLATE PRESERVATIVE FREE,27
8522,CISPLATIN,CISPLATIN,9
8532,PRILOCAINE HYDROCHLORIDE,CITANEST,2
8535,EPINEPHRINE BITARTRATE; PRILOCAINE HYDROCHLORIDE,CITANEST FORTE,19
8536,EPINEPHRINE BITARTRATE; PRILOCAINE HYDROCHLORIDE,CITANEST FORTE DENTAL,25
8537,PRILOCAINE HYDROCHLORIDE,CITANEST PLAIN,10
8538,PRILOCAINE HYDROCHLORIDE,CITANEST PLAIN DENTAL,5
8539,CLADRIBINE,CLADRIBINE,3
8543,CEFOTAXIME SODIUM,CLAFORAN,24
8549,CEFOTAXIME SODIUM,CLAFORAN IN DEXTROSE 5% IN PLASTIC CONTAINER,2
8551,CEFOTAXIME SODIUM,CLAFORAN IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,14
8553,CLINDAMYCIN PHOSPHATE,CLEOCIN PHOSPHATE,27
8556,CLINDAMYCIN PHOSPHATE,CLEOCIN PHOSPHATE IN DEXTROSE 5% IN PLASTIC CONTAINER,21
8585,CLINDAMYCIN PHOSPHATE,CLINDAMYCIN PHOSPHATE IN 5% DEXTROSE IN PLASTIC CONTAINER,21
8594,CLINDAMYCIN PHOSPHATE,CLINDAMYCIN PHOSPHATE IN DEXTROSE 5%,24
8596,CLINDAMYCIN PHOSPHATE,CLINDAMYCIN PHOSPHATE IN DEXTROSE 5% IN PLASTIC CONTAINER,15
8602,AMINO ACIDS; DEXTROSE,CLINIMIX 2.75/10 SULFITE FREE IN DEXTROSE 10% IN PLASTIC CONTAINER,18
8603,AMINO ACIDS; DEXTROSE,CLINIMIX 2.75/25 SULFITE FREE IN DEXTROSE 25% IN PLASTIC CONTAINER,25
8604,AMINO ACIDS; DEXTROSE,CLINIMIX 2.75/5 SULFITE FREE IN DEXTROSE 5% IN PLASTIC CONTAINER,14
8605,AMINO ACIDS; DEXTROSE,CLINIMIX 4.25/10 SULFITE FREE IN DEXTROSE 10% IN PLASTIC CONTAINER,29
8606,AMINO ACIDS; DEXTROSE,CLINIMIX 4.25/20 SULFITE FREE IN DEXTROSE 20% IN PLASTIC CONTAINER,19
8607,AMINO ACIDS; DEXTROSE,CLINIMIX 4.25/25 SULFITE FREE IN DEXTROSE 25% IN PLASTIC CONTAINER,26
8608,AMINO ACIDS; DEXTROSE,CLINIMIX 4.25/5 SULFITE FREE IN DEXTROSE 5% IN PLASTIC CONTAINER,11
8609,AMINO ACIDS; DEXTROSE,CLINIMIX 5/10 SULFITE FREE IN DEXTROSE 10% IN PLASTIC CONTAINER,14
8610,AMINO ACIDS; DEXTROSE,CLINIMIX 5/15 SULFITE FREE IN DEXTROSE 15% IN PLASTIC CONTAINER,8
8611,AMINO ACIDS; DEXTROSE,CLINIMIX 5/20 SULFITE FREE IN DEXTROSE 20% IN PLASTIC CONTAINER,30
8612,AMINO ACIDS; DEXTROSE,CLINIMIX 5/25 SULFITE FREE IN DEXTROSE 25% IN PLASTIC CONTAINER,23
8613,AMINO ACIDS; DEXTROSE,CLINIMIX 5/35 SULFITE FREE IN DEXTROSE 35% IN PLASTIC CONTAINER,2
8614,"AMINO ACIDS; CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM ACETATE; SODIUM CHLORIDE",CLINIMIX E 2.75/10 SULFITE FREE W/ ELECT IN DEXTROSE 10% W/ CALCIUM IN PLASTIC CONTAINER,13
8615,"AMINO ACIDS; CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM ACETATE; SODIUM CHLORIDE",CLINIMIX E 2.75/25 SULFITE FREE W/ ELECT IN DEXTROSE 25% W/ CALCIUM IN PLASTIC CONTAINER,15
8616,"AMINO ACIDS; CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM ACETATE; SODIUM CHLORIDE",CLINIMIX E 2.75/5 SULFITE FREE W/ ELECT IN DEXTROSE 5% W/ CALCIUM IN PLASTIC CONTAINER,8
8617,"AMINO ACIDS; CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM ACETATE; SODIUM CHLORIDE",CLINIMIX E 4.25/10 SULFITE FREE W/ ELECT IN DEXTROSE 10% W/ CALCIUM IN PLASTIC CONTAINER,29
8618,"AMINO ACIDS; CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM ACETATE; SODIUM CHLORIDE",CLINIMIX E 4.25/20 SULFITE FREE W/ ELECT IN DEXTROSE 20% W/ CALCIUM IN PLASTIC CONTAINER,25
8619,"AMINO ACIDS; CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM ACETATE; SODIUM CHLORIDE",CLINIMIX E 4.25/25 SULFITE FREE W/ ELECT IN DEXTROSE 25% W/ CALCIUM IN PLASTIC CONTAINER,3
8620,"AMINO ACIDS; CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM ACETATE; SODIUM CHLORIDE",CLINIMIX E 4.25/5 SULFITE FREE W/ ELECT IN DEXTROSE 5% W/ CALCIUM IN PLASTIC CONTAINER,16
8621,"AMINO ACIDS; CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM ACETATE; SODIUM CHLORIDE",CLINIMIX E 5/10 SULFITE FREE W/ ELECT IN DEXTROSE 10% W/ CALCIUM IN PLASTIC CONTAINER,25
8622,"AMINO ACIDS; CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM ACETATE; SODIUM CHLORIDE",CLINIMIX E 5/15 SULFITE FREE W/ ELECT IN DEXTROSE 15% W/ CALCIUM IN PLASTIC CONTAINER,7
8623,"AMINO ACIDS; CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM ACETATE; SODIUM CHLORIDE",CLINIMIX E 5/20 SULFITE FREE W/ ELECT IN 20% DEXTROSE W/ CALCIUM IN PLASTIC CONTAINER,18
8624,"AMINO ACIDS; CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM ACETATE; SODIUM CHLORIDE",CLINIMIX E 5/25 SULFITE FREE W/ ELECT IN DEXTROSE 25% W/ CALCIUM IN PLASTIC CONTAINER,19
8625,"AMINO ACIDS; CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM ACETATE; SODIUM CHLORIDE",CLINIMIX E 5/35 SULFITE FREE W/ ELECT IN DEXTROSE 35% W/ CALCIUM IN PLASTIC CONTAINER,28
8626,AMINO ACIDS,CLINISOL 15% SULFITE FREE IN PLASTIC CONTAINER,5
8627,CLONIDINE HYDROCHLORIDE,CLONIDINE HYDROCHLORIDE,18
8637,AMDINOCILLIN,COACTIN,11
8640,CYANOCOBALAMIN,COBAVITE,1
8642,BENZTROPINE MESYLATE,COGENTIN,27
8643,COLISTIMETHATE SODIUM,COLISTIMETHATE SODIUM,20
8649,COLISTIMETHATE SODIUM,COLY-MYCIN M,14
8651,IOTHALAMATE MEGLUMINE,CONRAY,19
8652,IOTHALAMATE MEGLUMINE,CONRAY 30,7
8653,IOTHALAMATE SODIUM,CONRAY 325,27
8654,IOTHALAMATE SODIUM,CONRAY 400,19
8655,IOTHALAMATE MEGLUMINE,CONRAY 43,27
8656,AMIODARONE HYDROCHLORIDE,CORDARONE,25
8657,FENOLDOPAM MESYLATE,CORLOPAM,29
8658,HYDROCORTISONE,CORTEF,1
8659,HYDROCORTISONE ACETATE,CORTEF ACETATE,2
8660,CORTICOTROPIN,CORTICOTROPIN,15
8663,CORTISONE ACETATE,CORTISONE ACETATE,25
8668,CORTISONE ACETATE,CORTONE,16
8670,HYDROCORTISONE ACETATE,CORTRIL,30
8671,CORTICOTROPIN-ZINC HYDROXIDE,CORTROPHIN-ZINC,6
8672,COSYNTROPIN,CORTROSYN,10
8673,IBUTILIDE FUMARATE,CORVERT,13
8674,DACTINOMYCIN,COSMEGEN,3
8675,COSYNTROPIN,COSYNTROPIN,17
8677,WARFARIN SODIUM,COUMADIN,22
8680,DIGITOXIN,CRYSTODIGIN,11
8681,CUPRIC CHLORIDE,CUPRIC CHLORIDE IN PLASTIC CONTAINER,25
8682,CUPRIC SULFATE,CUPRIC SULFATE,4
8683,CYANOCOBALAMIN,CYANOCOBALAMIN,8
8709,HYDROXOCOBALAMIN,CYANOKIT,17
8726,TRANEXAMIC ACID,CYKLOKAPRON,12
8727,CYSTEINE HYDROCHLORIDE,CYSTEINE HYDROCHLORIDE,3
8728,CYTARABINE,CYTARABINE,10
8749,CYTARABINE,CYTOSAR-U,13
8753,GANCICLOVIR SODIUM,CYTOVENE,13
8754,CYCLOPHOSPHAMIDE,CYTOXAN,7
8756,CYCLOPHOSPHAMIDE,CYTOXAN (LYOPHILIZED),6
8762,DIHYDROERGOTAMINE MESYLATE,D.H.E. 45,12
8763,DACARBAZINE,DACARBAZINE,7
8772,DACTINOMYCIN,DACTINOMYCIN,7
8777,DEZOCINE,DALGAN,13
8783,DAUNORUBICIN HYDROCHLORIDE,DAUNORUBICIN HYDROCHLORIDE,7
8791,DESMOPRESSIN ACETATE,DDAVP,18
8793,NANDROLONE DECANOATE,DECA-DURABOLIN,18
8798,DEXAMETHASONE SODIUM PHOSPHATE; LIDOCAINE HYDROCHLORIDE,DECADRON W/ XYLOCAINE,16
8799,DEXAMETHASONE ACETATE,DECADRON-LA,25
8800,DEFEROXAMINE MESYLATE,DEFEROXAMINE MESYLATE,20
8810,TESTOSTERONE ENANTHATE,DELATESTRYL,20
8812,ESTRADIOL VALERATE,DELESTROGEN,22
8815,TORSEMIDE,DEMADEX,5
8817,MEPERIDINE HYDROCHLORIDE,DEMEROL,18
8825,VALPROATE SODIUM,DEPACON,9
8826,CYANOCOBALAMIN; TANNIC ACID; ZINC ACETATE,DEPINAR,24
8827,ESTRADIOL CYPIONATE,DEPO-ESTRADIOL,28
8830,METHYLPREDNISOLONE ACETATE,DEPO-MEDROL,20
8833,MEDROXYPROGESTERONE ACETATE,DEPO-PROVERA,8
8836,ESTRADIOL CYPIONATE; TESTOSTERONE CYPIONATE,DEPO-TESTADIOL,6
8837,TESTOSTERONE CYPIONATE,DEPO-TESTOSTERONE,18
8840,DEFEROXAMINE MESYLATE,DESFERAL,11
8842,DESMOPRESSIN ACETATE,DESMOPRESSIN ACETATE,18
8850,DESMOPRESSIN ACETATE,DESMOPRESSIN ACETATE PRESERVATIVE FREE,2
8851,DEXAMETHASONE SODIUM PHOSPHATE,DEXACEN-4,25
8852,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETHASONE,4
8854,DEXAMETHASONE ACETATE,DEXAMETHASONE ACETATE,8
8856,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETHASONE SODIUM PHOSPHATE,21
8883,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETHASONE SODIUM PHOSPHATE PRESERVATIVE FREE,7
8886,IRON DEXTRAN,DEXFERRUM,20
8887,DEXMEDETOMIDINE HYDROCHLORIDE,DEXMEDETOMIDINE,12
8888,DEXMEDETOMIDINE HYDROCHLORIDE,DEXMEDETOMIDINE HYDROCHLORIDE,24
8911,DEXRAZOXANE HYDROCHLORIDE,DEXRAZOXANE HYDROCHLORIDE,24
8917,DEXTROSE; SODIUM CHLORIDE,DEXTROSE 10% AND SODIUM CHLORIDE 0.11% IN PLASTIC CONTAINER,19
8918,DEXTROSE; SODIUM CHLORIDE,DEXTROSE 10% AND SODIUM CHLORIDE 0.2% IN PLASTIC CONTAINER,22
8920,DEXTROSE; SODIUM CHLORIDE,DEXTROSE 10% AND SODIUM CHLORIDE 0.33% IN PLASTIC CONTAINER,28
8921,DEXTROSE; SODIUM CHLORIDE,DEXTROSE 10% AND SODIUM CHLORIDE 0.45% IN PLASTIC CONTAINER,18
8923,DEXTROSE; SODIUM CHLORIDE,DEXTROSE 10% AND SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,19
8926,DEXTROSE,DEXTROSE 10% IN PLASTIC CONTAINER,19
8932,DEXTROSE; SODIUM CHLORIDE,DEXTROSE 2.5% AND SODIUM CHLORIDE 0.11% IN PLASTIC CONTAINER,20
8933,DEXTROSE; SODIUM CHLORIDE,DEXTROSE 2.5% AND SODIUM CHLORIDE 0.2% IN PLASTIC CONTAINER,11
8934,DEXTROSE; SODIUM CHLORIDE,DEXTROSE 2.5% AND SODIUM CHLORIDE 0.33% IN PLASTIC CONTAINER,16
8935,DEXTROSE; SODIUM CHLORIDE,DEXTROSE 2.5% AND SODIUM CHLORIDE 0.45% IN PLASTIC CONTAINER,7
8940,DEXTROSE; SODIUM CHLORIDE,DEXTROSE 2.5% AND SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,21
8942,CALCIUM CHLORIDE; DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE,DEXTROSE 2.5% IN HALF-STRENGTH LACTATED RINGER'S IN PLASTIC CONTAINER,22
8943,DEXTROSE,DEXTROSE 2.5% IN PLASTIC CONTAINER,10
8945,DEXTROSE,DEXTROSE 20% IN PLASTIC CONTAINER,9
8947,DEXTROSE,DEXTROSE 25%,11
8948,DEXTROSE; SODIUM CHLORIDE,DEXTROSE 3.3% AND SODIUM CHLORIDE 0.3% IN PLASTIC CONTAINER,3
8950,DEXTROSE,DEXTROSE 30% IN PLASTIC CONTAINER,25
8952,DEXTROSE,DEXTROSE 38.5% IN PLASTIC CONTAINER,10
8953,CALCIUM CHLORIDE; DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE,DEXTROSE 4% IN MODIFIED LACTATED RINGER'S IN PLASTIC CONTAINER,14
8954,DEXTROSE,DEXTROSE 40% IN PLASTIC CONTAINER,13
8956,"DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; POTASSIUM PHOSPHATE, MONOBASIC; SODIUM CHLORIDE; SODIUM LACTATE",DEXTROSE 5% AND ELECTROLYTE NO. 48 IN PLASTIC CONTAINER,2
8957,"DEXTROSE; POTASSIUM CHLORIDE; POTASSIUM PHOSPHATE, MONOBASIC; SODIUM CHLORIDE; SODIUM LACTATE",DEXTROSE 5% AND ELECTROLYTE NO. 75 IN PLASTIC CONTAINER,7
8958,CALCIUM CHLORIDE; DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE,DEXTROSE 5% AND LACTATED RINGER'S IN PLASTIC CONTAINER,21
8959,DEXTROSE; POTASSIUM CHLORIDE,DEXTROSE 5% AND POTASSIUM CHLORIDE 0.075% IN PLASTIC CONTAINER,8
8960,DEXTROSE; POTASSIUM CHLORIDE,DEXTROSE 5% AND POTASSIUM CHLORIDE 0.15% IN PLASTIC CONTAINER,17
8961,DEXTROSE; POTASSIUM CHLORIDE,DEXTROSE 5% AND POTASSIUM CHLORIDE 0.224% IN PLASTIC CONTAINER,13
8962,DEXTROSE; POTASSIUM CHLORIDE,DEXTROSE 5% AND POTASSIUM CHLORIDE 0.3% IN PLASTIC CONTAINER,19
8963,CALCIUM CHLORIDE; DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,DEXTROSE 5% AND RINGER'S IN PLASTIC CONTAINER,12
8964,DEXTROSE; SODIUM CHLORIDE,DEXTROSE 5% AND SODIUM CHLORIDE 0.11% IN PLASTIC CONTAINER,2
8966,DEXTROSE; SODIUM CHLORIDE,DEXTROSE 5% AND SODIUM CHLORIDE 0.2% IN PLASTIC CONTAINER,13
8969,DEXTROSE; SODIUM CHLORIDE,DEXTROSE 5% AND SODIUM CHLORIDE 0.225% IN PLASTIC CONTAINER,14
8971,DEXTROSE; SODIUM CHLORIDE,DEXTROSE 5% AND SODIUM CHLORIDE 0.3% IN PLASTIC CONTAINER,10
8974,DEXTROSE; SODIUM CHLORIDE,DEXTROSE 5% AND SODIUM CHLORIDE 0.33% IN PLASTIC CONTAINER,23
8976,DEXTROSE; SODIUM CHLORIDE,DEXTROSE 5% AND SODIUM CHLORIDE 0.45% IN PLASTIC CONTAINER,11
8981,DEXTROSE; SODIUM CHLORIDE,DEXTROSE 5% AND SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,15
8986,CALCIUM CHLORIDE; DEXTROSE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE,DEXTROSE 5% IN ACETATED RINGER'S IN PLASTIC CONTAINER,14
8987,CALCIUM CHLORIDE; DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE,DEXTROSE 5% IN LACTATED RINGER'S IN PLASTIC CONTAINER,2
8990,DEXTROSE,DEXTROSE 5% IN PLASTIC CONTAINER,21
9003,CALCIUM CHLORIDE; DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,DEXTROSE 5% IN RINGER'S IN PLASTIC CONTAINER,9
9006,DEXTROSE; SODIUM CHLORIDE,DEXTROSE 5% IN SODIUM CHLORIDE 0.2% IN PLASTIC CONTAINER,12
9007,DEXTROSE; SODIUM CHLORIDE,DEXTROSE 5% IN SODIUM CHLORIDE 0.33% IN PLASTIC CONTAINER,24
9008,DEXTROSE; SODIUM CHLORIDE,DEXTROSE 5% IN SODIUM CHLORIDE 0.45% IN PLASTIC CONTAINER,14
9009,DEXTROSE; SODIUM CHLORIDE,DEXTROSE 5% IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,13
9010,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,"DEXTROSE 5%, SODIUM CHLORIDE 0.2% AND POTASSIUM CHLORIDE 0.075%",19
9011,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,"DEXTROSE 5%, SODIUM CHLORIDE 0.2% AND POTASSIUM CHLORIDE 0.15% IN PLASTIC CONTAINER",22
9012,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,"DEXTROSE 5%, SODIUM CHLORIDE 0.2% AND POTASSIUM CHLORIDE 0.224% IN PLASTIC CONTAINER",10
9013,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,"DEXTROSE 5%, SODIUM CHLORIDE 0.2% AND POTASSIUM CHLORIDE 0.3% IN PLASTIC CONTAINER",2
9014,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,"DEXTROSE 5%, SODIUM CHLORIDE 0.2% AND POTASSIUM CHLORIDE 10MEQ",22
9016,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,"DEXTROSE 5%, SODIUM CHLORIDE 0.2% AND POTASSIUM CHLORIDE 15MEQ (K)",28
9017,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,"DEXTROSE 5%, SODIUM CHLORIDE 0.2% AND POTASSIUM CHLORIDE 20MEQ",10
9018,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,"DEXTROSE 5%, SODIUM CHLORIDE 0.2% AND POTASSIUM CHLORIDE 20MEQ (K)",14
9019,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,"DEXTROSE 5%, SODIUM CHLORIDE 0.2% AND POTASSIUM CHLORIDE 30MEQ",14
9020,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,"DEXTROSE 5%, SODIUM CHLORIDE 0.2% AND POTASSIUM CHLORIDE 40MEQ",19
9021,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,"DEXTROSE 5%, SODIUM CHLORIDE 0.2% AND POTASSIUM CHLORIDE 5MEQ",29
9022,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,"DEXTROSE 5%, SODIUM CHLORIDE 0.2% AND POTASSIUM CHLORIDE 5MEQ (K)",6
9023,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,"DEXTROSE 5%, SODIUM CHLORIDE 0.33% AND POTASSIUM CHLORIDE 0.075% IN PLASTIC CONTAINER",19
9024,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,"DEXTROSE 5%, SODIUM CHLORIDE 0.33% AND POTASSIUM CHLORIDE 0.15% IN PLASTIC CONTAINER",7
9025,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,"DEXTROSE 5%, SODIUM CHLORIDE 0.33% AND POTASSIUM CHLORIDE 0.22% IN PLASTIC CONTAINER",17
9026,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,"DEXTROSE 5%, SODIUM CHLORIDE 0.33% AND POTASSIUM CHLORIDE 0.30% IN PLASTIC CONTAINER",1
9027,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,"DEXTROSE 5%, SODIUM CHLORIDE 0.33% AND POTASSIUM CHLORIDE 10MEQ IN PLASTIC CONTAINER",6
9029,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,"DEXTROSE 5%, SODIUM CHLORIDE 0.33% AND POTASSIUM CHLORIDE 15MEQ IN PLASTIC CONTAINER",28
9030,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,"DEXTROSE 5%, SODIUM CHLORIDE 0.33% AND POTASSIUM CHLORIDE 20MEQ IN PLASTIC CONTAINER",8
9032,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,"DEXTROSE 5%, SODIUM CHLORIDE 0.33% AND POTASSIUM CHLORIDE 30MEQ IN PLASTIC CONTAINER",2
9033,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,"DEXTROSE 5%, SODIUM CHLORIDE 0.33% AND POTASSIUM CHLORIDE 40MEQ IN PLASTIC CONTAINER",23
9034,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,"DEXTROSE 5%, SODIUM CHLORIDE 0.33% AND POTASSIUM CHLORIDE 5MEQ IN PLASTIC CONTAINER",11
9035,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,"DEXTROSE 5%, SODIUM CHLORIDE 0.45% AND POTASSIUM CHLORIDE 0.075%",17
9036,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,"DEXTROSE 5%, SODIUM CHLORIDE 0.45% AND POTASSIUM CHLORIDE 0.15% IN PLASTIC CONTAINER",4
9037,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,"DEXTROSE 5%, SODIUM CHLORIDE 0.45% AND POTASSIUM CHLORIDE 0.22% IN PLASTIC CONTAINER",6
9038,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,"DEXTROSE 5%, SODIUM CHLORIDE 0.45% AND POTASSIUM CHLORIDE 0.3% IN PLASTIC CONTAINER",2
9039,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,"DEXTROSE 5%, SODIUM CHLORIDE 0.45% AND POTASSIUM CHLORIDE 15MEQ IN PLASTIC CONTAINER",22
9040,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,"DEXTROSE 5%, SODIUM CHLORIDE 0.45% AND POTASSIUM CHLORIDE 20MEQ (K) IN PLASTIC CONTAINER",12
9042,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,"DEXTROSE 5%, SODIUM CHLORIDE 0.45% AND POTASSIUM CHLORIDE 5MEQ IN PLASTIC CONTAINER",2
9043,DEXTROSE,DEXTROSE 50%,6
9044,DEXTROSE,DEXTROSE 50% IN PLASTIC CONTAINER,18
9049,DEXTROSE,DEXTROSE 60%,30
